id,phone_sequence
fadg0_si1279,hIwLAJUaIrDaBLMrDwLMwQt
fadg0_si1909,tbLiKnFLkwDBPJIBUJLHwLDyNtlwKr
fadg0_si649,wLJctrJtrCcBbgbLwQtyDwLMywQLHrLHwJnDrJLMnLMtrvrIFwLABymrKnLH
fadg0_sx109,KiyJBwLkwDJLHIyEvrbnwELABaDcJLMyLHJBFLH
fadg0_sx19,cBwCwDcCJFQSwnrLAwDatwDLhytBnDUy
fadg0_sx199,TcDLiOBLkInDKOmcQaSwmwLAJLhcFKrLMwLAwDLDLkMsLzwJLMwUyUwDJU
fadg0_sx289,SwlrLHIwtLAcBeaKwUrQrwrIyTyJUtBnDJybmB
fadg0_sx379,HbCDLuwQJLMIgLQyEBnJwDUaDNlrJLMsU
faks0_si1573,vwJLAbLMcDScJLlwDcDvbnLurLkwDwULHywmwtBLhPLJLaISaIDwDLKibLhy
faks0_si2203,lwIyUJswJtrlwJLkagQJyELMtBwKDe
faks0_si943,HIrLkaLAKrPnCsytaBtaILhBFSnLAJLHwLMsKcDJ
faks0_sx133,HyLJrIywUJarLADECyETnDtrwLASwLABaDLiK
faks0_sx223,HBcLlcLhOLirLhaLMsyLhBGcDlDLuraKi
faks0_sx313,kIaLtaLJtaIrCJDlcLhaLAJLhctaIywLuFBe
faks0_sx403,vrSaILkIFLADwJnJcQFCByJLArLJwshBgeQJwJU
faks0_sx43,nBmrDByLHyLhBrIatcDwLAJLABPLkwLk
fcal1_si1403,wCSbSsUNbnDkwlwLHsKiwDJgLAOLABLhBgDnJCbDntnJwLJnBt
fcal1_si2033,hOLhwLABeaJBKsDkwNLNrIFSswnJLMaIwBgLlwnJ
fcal1_si773,BnmaLHIaLznLAJLJLMIgJBcBytrwJnQIBLknsJU
fcal1_sx143,lwJbeDkOLzwDwtrULhTwuBJLAwrLlwbDBgF
fcal1_sx233,vgSsynDtIySsCyDwJsgDLlnsE
fcal1_sx323,lwtaILHrQnDwLknCtrCrIgQwEDacDLMagC
fcal1_sx413,kbntDyJLSymwKLDsmcLHGwDJLAaItLCbLiLirJLAarLM
fcal1_sx53,yQDwJwLhBQSwLAbLhwBnIyLAwDLMsDJnChBU
fcmh0_si1454,gcIwLzBcBsyLlLhwCsDLMgLKTPULMSrQnIywJLAaCLHwUwKwDUctLHaBynJLMrJU
fcmh0_si2084,SBcmcLhbmwLMyIwChsbCD
fcmh0_si824,JnQctrCUnCrLiwDkgUwEnDUgDLHInLHrsKwDNTrPtyCnDwtbLKirwJU
fcmh0_sx104,vyJLkBcLkagCtQIcCcLhsLur
fcmh0_sx14,hytaINLlnrULMwUwLUbCLIyQTPnQytaICycBc
fcmh0_sx194,hsywDzGswSnDgaLkwKwD
fcmh0_sx284,zntLlgaLyTPaILuTPLkwDtsLhrcQwJwDLDLzwtTPLzLHrLiwJU
fcmh0_sx374,zaDLAByDUKnBtwKtaInBwQwE
fdac1_si1474,vgJLAuybgDCbDvyUJbLhBwQLCgaLkwUJLMbsyUJLJ
fdac1_si2104,veavgegKvAytJNagaLsLBgKJLkwQGSnJsyLbBgbJLM
fdac1_si844,tlbcJLMbLCLAaFaBnQtwKwDUJsywUwLisyQLbLlysLAJLHbDLJcQbLiaGaBLsLAJLHnIywDLJ
fdac1_sx124,geaLzwLiJCsmwLHTPmrILhwPmctaB
fdac1_sx214,lcCaDwEDLkwFBgaClnJLhgnLkwSbLuBnJnDwDLkLwClnJgCDC
fdac1_sx304,iyLHJLMgLAyEwUJLCbgaDCcQtIsnJLMgCwlnQCSaGaDk
fdac1_sx34,kneDLzwPLibByUJLusmyLkwKwUJ
fdac1_sx394,AbeBJybwCsLJLhaFDUJwLMyUJLkIagaD
fdms0_si1218,HcBcLJCaIBQrLMSnBgTvyCwDLHbKDU
fdms0_si1502,TwBSwUDgvsLUbLABwLHvbsLALvsLAstSsLMyLhwLHsLALDcLzwJwLMnr
fdms0_si1848,SyLAwDkgLMJyPSyLADkgBgLAIwBLHyLHB
fdms0_sx138,lwLABcDUwLAnJLCDrJLHwBJcDwLAJLHnDJUwtLHrtywCD
fdms0_sx228,kwQvTPLHSGLkcBQIwBlcLNtywCKwD
fdms0_sx318,HByULkwLCcLwLMsmcbUnLhytaItIgcJLM
fdms0_sx408,gkILlwJcLhSsgLhnbcvbQwDkwDctLisyDz
fdms0_sx48,uIbnDclrbeCLuIPvrIbLHIwEyEwDLHvnDyLAbnLJU
fdrw0_si1283,lwQwEwDwKnBLkMnwlwQsmyBbLMPQwmyctalbeLMwLAsUQIebLHcCBynLtbaIJLM
fdrw0_si1423,hbeLkagDvyLkugmcLMwLhBcFcB
fdrw0_si653,KwBylwJwUcIyeBnmySyaBwLDageBwLziJ
fdrw0_sx113,nCnJLAwBnebLkwCnDLwULuwLktIyTwLhbebtLAyLJNM
fdrw0_sx203,lwLAacUSsgynDlwLkwLhIcLHBsyLbLlwKwBgc
fdrw0_sx23,lFUCyUwKwDUvaCwDagUDCaQcBwJBy
fdrw0_sx293,HByJLMsLlwULMrmyLMsLhcLABgaLMwlwLACyDnUtwDCsy
fdrw0_sx383,lwLAaLHwLAByDnKbCLHPmacBaIsbnDnBIc
fedw0_si1084,hnLlsyCDvLCsLhyLhctaCsKnDLgcQsKsgLtcBCLSwLiLbnclsKsLHJyQaBt
fedw0_si1653,vyJLhaFLAJPlwDByg
fedw0_si1714,AwnrJLaIcCPBcaLALSwDaCcByJLknLhynD
fedw0_sx184,lsLAbLJCyTyaeaBLaBSsUvaIyLJLCgLyTwrJU
fedw0_sx274,ABntLScJwPULheaLkcBcLiKwrIwJLDcJaLiz
fedw0_sx364,yLznDLMvegCsybELAeCBaJLAaBwDJgmwLSwLlcLhaILkbeDLDcQysvykwDEJwJLMcCLHagLMk
fedw0_sx4,zbsDCsnrIwECacCgDwLhaSaILAuwDvaBaI
fedw0_sx94,CTeaEAJLMrwJBeceQLAaeaCcDLAbDLynwJLMIyLJU
fgjd0_si1179,vScLKinclyUwtnLAJLChy
fgjd0_si549,lyJLHIFcLrwDUwDtwJgUNwLAJnLMrDUncQhgIsKcLALgbnJtrCULHyULBy
fgjd0_si818,hcFCDUswELAaIrBwLzLMIwDULCwLHaIBsywDLMwDLMwIrtBnLAlcBLMrJaDwLAJnLDaBJU
fgjd0_sx189,kwJLMIGsnQIytageIwBsmwLMwDCIgaLkwLJU
fgjd0_sx279,beBJwUwQhnFBLMyLzPSrLASwLNlncJwLHwQwKwDwUDFBSrIwlsy
fgjd0_sx369,haLHsLHrmFQwUwcBwQIErwCywrBUJU
fgjd0_sx9,vSnrSryTyPvSaSySrBSsy
fgjd0_sx99,lCwkyQBJcJgkySwULhsJLMrDvgnIgaILAyUJU
fjem0_si1264,kynDUwUaBMwCsPLkSwtNJBgacDLrJLhFLHwDQtrJPU
fjem0_si1894,IgtalnInDTwCaQtvwrJwLANyTwUwLuacF
fjem0_si634,vyrvywJLASngLHrJLSsJNwQByLlwQrIywCLhamwCnmwCLDCywDntDUtBgDcJ
fjem0_sx184,wLAbLJCbeaBsGJvrLJCgywCJ
fjem0_sx274,ASwctSwJPNLhglcBwLKrIywNDCDCctagFcKU
fjem0_sx364,yLzcDLMHgCywELAcCSaJLAFBGDJgmwLkSwtJcLHIsLkeamnQwvymwEDJwJLkcCLvar
fjem0_sx4,zsDCsrCSaICgDyLhgSrLATwDcvagr
fjem0_sx94,wcCDtJNtrUJPBcQLAaCwELAbnLkynJLiIyLMJ
fjmg0_si1181,HIaLHrByTyULlwLHInUwCLhOnLwUnDbLAJBnDLwDULMrCnDnCwDBgDCnwLD
fjmg0_si1811,HIsbUnDBsTwULSamrLhInlrJnLhInNMcJBy
fjmg0_si551,swUJwCblnrbnlnDeaLMAwJLMyLieLknLMtaeLMk
fjmg0_sx101,AwDkrCaILDJineLuIwDLknLArIsgLlnLABbJtIbCJtIraBvaBaLkbsyJ
fjmg0_sx11,vyBcBbeBarbnrBgr
fjmg0_sx191,SwJLkIaBteBaBDybLAyUJsKwDJnwLSgDLJ
fjmg0_sx281,AaIyDELMIsKJLHBsgLMvbsgLuwtLhyLiLhaBJtregrJU
fjmg0_sx371,IgDvbeaCsDeaLhyQwLhnJLMeaCtrLhwJLDnwJLCaILzrUJU
fjsj0_si1484,lnraBUFgDwJLJyLArUntLMrLMIsJ
fjsj0_si2114,JLMsLCysKwUnLDBnLCybnLlFULkgU
fjsj0_si854,TwLArLzwDLkMnwnLJwJgULlnrQhnmwtnLJ
fjsj0_sx134,kwUwChIwLzsDTIrIwrDgJLCgLJLMwJLlnkwCgbCy
fjsj0_sx224,HgLuwDUTrwLzrInLJ
fjsj0_sx314,wJLHyLHcISrCaILznDrnUNnSwLhyDFDyLtaISnBtnr
fjsj0_sx404,haILhrLHsLHInByUwDwLhwLhgDQtBgr
fjsj0_sx44,hbULcLhaLAChywDnrLMsDyLuJLHarLM
fkms0_si1490,HIvbLHJwLScUIaDLMkLHIvbLHJwSwJLizcJLM
fkms0_si2120,vyLHagUJLMLlhnDnbnmwLkLnQPtnDgcwKwLHLwUcSnLHcD
fkms0_si860,lyUwDLMBPLkLByQJwQbLUDJUwUJULlFBcJwUJLnDBsneatJU
fkms0_sx140,nLurLABLMIcLHIgacLAJaIrcDyQwDByLkwJLMwLhwmw
fkms0_sx230,cBgegBySsyvTwrLhcIgKLBagULaBnrJU
fkms0_sx320,lwDwrJwDwLugaLuwCsDaLhySwNwDSaLAwCLkwJLMwDJ
fkms0_sx410,uInLhgUtInKLCnBLAyLiSyLhsCaDwD
fkms0_sx50,AbnmwJMIatwLALnADeCwLAcLhbLAJULDCwLBcLlcLHar
fmah0_si1289,ctBsySwLTyUJnLMsnaIr
fmah0_si1919,snQIyCswQCwJyCsJyCkQnDnUwJNnIBwEDcBsUy
fmah0_si659,vywJnwJLAIywUJwUcBeBPCLvTynmyLMCbnECwJInLAwAwDebJtwUncDvyJLAIyvwDn
fmah0_sx119,lwCnwNLAgeFBwUtyLAIbLArLkBwtwDwLHaBwLzy
fmah0_sx209,CgLAcLAcBnLhwLhbnkIwCBaBSwNLAIsagDJ
fmah0_sx29,vbLuIbsLkwLHswLAwLHnLAwtLHwLMsmnwJ
fmah0_sx299,JKsgQyELAIsyCwUwLHaLHwDrIegmCrDveBcByED
fmah0_sx389,lsycDnLhyLAbJwDwrIwCncLAnLAyJegLk
fmml0_si1040,CDaglwEDrwUwDLknaBDLzLwDwCwLAJLMInByLkbsDzrwJBcLAKrIy
fmml0_si1670,HbLDFLhwULnJFQwvwnrLgacJLMsLAebLwDyBs
fmml0_si2300,CcCclnSwULlwJgkrJctBwLAnIycJwky
fmml0_sx140,vnmrLAcBLiIBLHIamnLAJgrIbDCyQwBywLkcJLiwLhywLw
fmml0_sx230,cBeByPsvwrLHwLIbKcaIgUaBnrJU
fmml0_sx320,wDnIwJwDnLuacLCnDaLhySwQwDSaLAwDLkwJLMwDLJU
fmml0_sx410,AInLhgJUtnKLCcBLAyLiLSyLksCSgDs
fmml0_sx50,AvemcJLAIcbtwLAnLAwDcCwLAHnLHbLAJLCwLuBnLlcLHar
