id,phone_sequence
fadg0_si1279,hILAUarDBMrDLMwt
fadg0_si1909,tbLKnFPLwDBPJIBJhLytlKir
fadg0_si649,wLJctIrJtrCBgbLcQtyDwDwLMywLHrLhcJDrJLnbnLMtrIFLABmrKn
fadg0_sx109,KyJBcLkDJLIgEvrIbLBaDcJMyLJBF
fadg0_sx19,cBFCDnCDJFQSrADaBtDhytBDUyE
fadg0_sx199,TcDiBLkIDKmcQaGmwmLAJhFKrMLADLDLMszJLwUyUcJ
fadg0_sx289,SwlrLHIwtLABaKwUrQwrTyJtBDJybB
fadg0_sx379,HbDuwLJMIagyEBcJDUaDlrJMsJ
faks0_si1573,vwJLAbLMcDEScJLwDvnLrkLkDwULhymPmtBLhPBLJLarSarDKibLhy
faks0_si2203,lwIyJwJtrLwJLagLJyELtBwKDeCB
faks0_si943,HrkaLAKnDstaBtarLBFScLAJLMsKDJ
faks0_sx133,HyLJrIywUJrLADEyEwtrLAwLASaDLiK
faks0_sx223,HcLcLMrhaLMsLBaBDCLCLurIaK
faks0_sx313,IaLtaLJtagIgDgJDELhaLJLBtaIyLuFBbeB
faks0_sx403,vrSaILuIFLADJcJcQFByJLrLJEwLBgeJcJ
faks0_sx43,nBmrByLHyLHBaIatDwLJLABPLw
fcal1_si1403,BaSsUnbDwcLHsKwDJgLALABLhBgDnJDbntnJwLJnBt
fcal1_si2033,OLhwLABaJBKsDkwLrFBSswJMaGwBgLlwnJ
fcal1_si773,BmaLHIaLznLMIgJBwtrJQIBknsJ
fcal1_sx143,lwJbkDwLzDwDtrULhyLBJLPwrLkLkmbDBFBt
fcal1_sx233,vgSsyDtIySsDyDwJbsgDLlnbD
fcal1_sx323,ltaLHrQnlnDtrCrIgQwQwDaDMagCD
fcal1_sx413,kntDyJLSymwKDsmLHSGLJLAatDbiLiLrJLAr
fcal1_sx53,yDwJwLBLAnbhBnIsLADLMsDJnDBJ
fcmh0_si1454,gcIwLzBsyLlcCsLMgLKTPwJMLMSrQhnIywJLAaCHUwKwDUctHaBynJLrJ
fcmh0_si2084,ScmcmhbmLMyIwCDsgCD
fcmh0_si824,JnQBtrDUCILiwDkgUwEnDUagDHLHnLHrsKDMIPhyDCnDwtbLKrwJ
fcmh0_sx104,vyJLkFBckagCQcChsLr
fcmh0_sx14,hytaILlnrJMwUwLUnbCLIyQTPnQytaCyBac
fcmh0_sx194,hswDzGsSDagaLwKD
fcmh0_sx284,zntLayTPaLTPkwDtshrcQJwztTPLiLHrLzwJ
