id,phone_sequence
fadg0_si1279,hIwLAJUaIrDBLMrDwLMwQt
fadg0_si1909,JtbLKnFPLkwDBPJIBUJLHwLDyNtNlwKr
fadg0_si649,wLJntrJMrCDcBbgbLHwQLyDwLMJywQLHrLHhcwJnDIrJLHnLMtrvrIFOLABymrKnLH
fadg0_sx109,KyJBcLMwDJLhIyEvrIbELAFBaDcJLMyLHJBFLH
fadg0_sx19,cBwFCwDcnCDJFQSwrILAnDaBtwDLhytBnDUwy
fadg0_sx199,TycDLziIFBLkInDKOmrQaSwmwLAJLhFKrLMwLAwDLMsLzwJLkUwUyUJwcJ
fadg0_sx289,SnwlrLHIwytNLAcBaKwUrQhywrIyTyJtBncDJybmB
fadg0_sx379,HbDLuwLJLMIgILmyEBcJDUJaeDLlrUJLMsUJU
faks0_si1573,vwJLAbLMcDwScJLlwDcDvbnsnLurLkwDwUJLhyPmwtBLhPLMJLSaIrSaIDwDLKibeLhy
faks0_si2203,lwIyJbwUJtrlwJLkagLQJyELMtBPBwKDcbeFB
faks0_si943,HIwLkcaLAKDwDCystaBtBaILhBFSnLAJLHwLMsKwDJ
faks0_sx133,HyLJcrIywUJaILADELyETywDtrLASwLABGcaDLiK
faks0_sx223,HScLlcLhcLMrLhFaLMsysLhFGBcDwELurIagaK
faks0_sx313,uIaLJtgaLJtaIEcJDEcLhaLAJLhctaIysLuFBFbeB
faks0_sx403,vrSaILkIFLADEDJncJcQFCESywJLArILMJcDLhBgeLJwJ
faks0_sx43,nBFBlrDPSyLHyLHBFSarIaLtcDwLAJLAByPLkwLk
fcal1_si1403,nwSeSsUNnbDLknlwLHsKiwDJgaLAOLABLhBSBgDnUJLCbDntwnJLMwLJnBt
fcal1_si2033,SOLhwLABaJBKbsDLkwNLNrIFSsbwJLMaGwBgLlwnJ
fcal1_si773,BnmaLHIgaLznLALMIgJBcByLtIrJnQIBLknsUJ
fcal1_sx143,lwJbecDkwLzwDwtrULhyLmuBJLuPwrIrLlwDbwBcBcF
fcal1_sx233,vgSsywDtIySBsDCyDlwJsDLlnbED
fcal1_sx323,lwtaILHrQnDnlnCLtrCrIgQwEDagcDLMacgDCD
fcal1_sx413,kbnbtLDyJLSymwKLDwsmcLHGLJLAaItLCbLzLiMrJLArLM
fcal1_sx53,wyQDwJwLHBQSwLAbLhywBnIysLAwDLMsDJnDhBJ
fcmh0_si1454,cIwLzKDBFBsysyLlwCsDLMgLKyTPDwUJLMSrQnIywJLAcCLHwUwKwDUJntLHaBynJLMrJU
fcmh0_si2084,SBcmcLhbmnLMyQIwCDksbnCD
fcmh0_si824,JnQctrDUnCsnLiKwDLkgUswEyEnwDUJagDLHInLHrIsKwDLNIPQNQyDCnDwstQbLKrwJUJ
fcmh0_sx104,vyJLknBFBcLkagCLQHcCcLhsLur
fcmh0_sx14,hyLtaINLlnIrULMwUwLUbCDcrLIyQyTPnIQIytaIDCynBac
fcmh0_sx194,hsywDzGswSBSnDIgaLkwKwDE
fcmh0_sx284,zntLMaLyTPaILuTPLkwDLNsLhrcblcJwDLzwtTPsLzLHIrLzwJU
fcmh0_sx374,zaDELAByEDUKnBtwKtaInBnlQwE
fdac1_si1474,vgbJLuyecDEDCbDwvyUJbLhBwNLCagaLkwUJLMbsyUJLJ
fdac1_si2104,veaLvMgacgKvyNJNagaLnsLkBgbKzLkwQFSnJsyLbmFBgbJLM
fdac1_si844,tlbacUJLMbLlCnLAFaBncQtwKwDUJsywUwLisyQLMLbLAMywLAJLHbebDLMJnQlbLiKBFSaBLnsLAJLHbsrIywDLJ
fdac1_sx124,gaLzwLiJLCsmnLHyPQmrIrLhyBmcQtaB
fdac1_sx214,lncLCaDwDLkwBFBaDlnUJLhgbLmwSbLuBnJnDLMwLwDlnwJgaD
fdac1_sx304,iyLHJLMagaLAyEDwUJLIbgbDlntIbnJLMgDwlnwcLSCSaGaGacD
fdac1_sx34,keaFeDCLzwPOLibeBysUKJLunbsmyLkysKwUJ
fdac1_sx394,AbeBUJywCsLJLhaFDUJwDLMytJLMkIagaDED
fdms0_si1218,HBcLJLCSBaIBtrLMcSnBgEvyDwDLHvbKDJUJ
fdms0_si1502,yvwBwUDcgDwLUbLABgLHvbsnDsLMLQsLAstLSsLMyLHwLHsLAwLDcgaLzwJwLHnr
fdms0_si1848,SyLAwDkagLMiKiyPyPLhSyLMADkgBgLAIywBLHyLHB
fdms0_sx138,ClwLABcDULAMnJLDrJLkwBJcDwLAJLhnDUwQtLHrtyDCD
fdms0_sx228,kwQyLHSGELkcBQIwBlcLNywnDKD
fdms0_sx318,HByULkwLCcLMLMsmwnUncLhytSBctIagcJLMU
fdms0_sx408,gLkILlwJncLhSBsgLlwmcvbQwDLMwDctLisDyEDLzy
fdms0_sx48,uIbnDnlrbeaDLAIPvrIbLHIwEDyEwDLHvnDwLAHvbgLMJU
fdrw0_si1283,lwmwEwDwKnBLUwlwQsmyBbLMPwDQwmycntaBbeLMwLAsUQIbLhcQBywLtarILJLM
fdrw0_si1423,hbecLkFagcDvyLuagbmcLMJwLhBecFeB
fdrw0_si653,KzwFBsmwJwUwIyaeBcmyTySyaBwLDgeBywLziU
fdrw0_sx113,nDCcnJLAwBnbaLkwDnDELwULuwPLutIyTwLhbacLAyLJ
fdrw0_sx203,lwLAacUSBsybDlwmwLhIcLHlBsyLbnLlwKzwBagcac
fdrw0_sx23,lwBFUDCyUwJKwDUvMvaDCwDagsUDaQlcBcJBy
fdrw0_sx293,HAHByJLMsLlwULkrmyLMsLhcLAacaLMwlwLAByDwUtwDCsy
fdrw0_sx383,lLAaLHwLASyDnKbCLHPmaeFaIwbvbnDnBQIcLuk
fedw0_si1084,knLlsyECDLCsLhyLhctSaICsKznDcLDacQsKsLtFeBDLtSwLiLclhwKsLJUyQat
fedw0_si1653,vyEyJLhaFLAJcPlwDUBwy
fedw0_si1714,AywIrJLSIcQPBcaLALSwmDyDaDlFBysJLMknLhybwD
fedw0_sx184,lsnLAbLJCysyTyaBLaBSsUvHaIyLMJLDCgLTyTPwrUJLJU
fedw0_sx274,ABwnbtLScJwPBPULhaLlcBLhcLKPwIwJLDcJaLiz
fedw0_sx364,yLznDLMgbgCBsybsELAaeCDBaJLAeBnDJgamsLCSwLlcLhSIsLMkMbmDcmysyvymwELUJUwJLMcDCLHaGgLMk
fedw0_sx4,zbsDCsynIrIswDECaGSacacDCgcDsLhgaSGILuwDvaeaILMkLA
fedw0_sx94,CBTacDLAJLMrJBecBQLAgeCcDELAbDkLynwJLMIyLMJ
fgjd0_si1179,vAGScLKnclyUwNtnLAJLlhy
fgjd0_si549,lsyJLHIFLuIrDUwDLHwJgUNwLAJnLMrDJUncQhgIsKBLABbnJLIrDULMHyJLBysy
fgjd0_si818,hcFaCDUJwELAIarIrBwLzLMInwDULCwLHaIBsywDLMwDLMwLIwtBnLnwcaBLMrJaDwLAJwLDBJU
fgjd0_sx189,zwJLMIGsnIytagbeBQIBsmwLMwCBIbgaLkwLJU
fgjd0_sx279,eaBJwUwLlwBLMysLzMPSnrILASLkneJwLHwQwKwDwUDneFBSaIrwly
fgjd0_sx369,haLHsLHrmFQwUlcBwQIyEDrwCSwIrIBUJ
fgjd0_sx9,vASnISIyTyPHSaSySrFSsy
fgjd0_sx99,lCwLkysyQBJcJgLmySwULHsJLMJnrDvgnIbrgaILAyJU
fjem0_si1264,MwnDUwUaBLMwDsPLkLSwNJacDLurUJLhFLuwDQtrUNSPcLUN
fjem0_si1894,gbntalrIwbDTvwDCatvHPwrJwLANTyTPwUwLuaeFB
fjem0_si634,vywrLvywPwJLASgLHrJLSswNJwQtBSyPLlwQnIsyswCDLhagamwDnwDmwQLDCDyDnwtJDCDJtBagsDctJ
