id,phone_sequence
fadg0_si1279,HIwLAJUaIrDBLMrDwLMwQtUJL
fadg0_si1909,tbLKnwFPDLkywDBPBcJSIBFBUJLhwLDyLtNtlwKrL
fadg0_si649,wLMJnQtrJtrCFBgbLwQLHTyDwLMywQLHrLlwJwDIrJLlnLMtrvrIFwLABymrKnLHL
fadg0_sx109,KyJBwLkwDJLHIryEDvrIbgDLuBFBaDcJLMyLHJBFLHL
fadg0_sx19,cFBFCwDbCDUJFQSrLAwDaBtwDLhytBcDUwyED
fadg0_sx199,TncDELzKFBLkIDKwmPQaSGwkwLAJLhFKrLMwLAwDLMsLzwJLMwUyUwDJL
fadg0_sx289,SwlrLHIyLtLAcBaKwUrQIyrIyTyJtBcDJybmBL
fadg0_sx379,HbDLuwLJLMIagQyEBcJDUaDLlrUJLMsDUJUL
faks0_si1573,vwJLAbLMcDESFJLlwDvHbsgLurLkwDwULhyTPQwtBLhPFLMJLaSarDwDKbLhyL
faks0_si2203,lwQIyJwUJtIwLlwJLhagLJyELMtBPBwKLDbegeCB
faks0_si943,HIwLkaLMKDnDCystaBFBtHaILhPSBFSwLAJLlwLMsKcDLJL
faks0_sx133,HyLJrIywUJrILADECyETwDtrLASwLAaDLiKL
faks0_sx223,HcLlcLhFLMirLhaLMsyLhBFaGDLurIaKL
faks0_sx313,AIaLMtagJtaIDEJDEcLhaLAJLhFtaIywLuFBSbgeSBL
faks0_sx403,vHrSaILkIFLADJwJcQFSByJLArLMJDLBgLJPcwcJL
faks0_sx43,bnBFBrPSByLHyLHBSarIaLtcDwLAJLABPLkwLkL
fcal1_si1403,bnESaSsywUNbDkwlwLHsgKwDJgLAOLAuBFLhBgDnJLCbDntngJUwLJnFatL
fcal1_si2033,SwLhywLABaJBFKsDkwNLNrIFSswJLMaGwBgLlnJL
fcal1_si773,SBmnaFLHIaLzngLALMIgJBFBytrJnQIBLknbsgsDJL
fcal1_sx143,lwJbDkwLzwDwtrULhTyLuBJLAuywrwLlwDbBgFL
fcal1_sx233,vgSsywDtIySbsCyDwJsgyDLlnbsEDL
fcal1_sx323,lwtaLHrQnDnlnDLtrCrIgQwEDagDLMagCD
fcal1_sx413,MbtLDyJLSymwKJLDsmcLHGDLJLAatLCbLzLMrJLAnrLML
fcal1_sx53,yDwUJwLHFBwLAbLhwBynIyLAwDLMsyDJnDCBFBJL
fcmh0_si1454,acQIwLzwBFBsyLlClChwCsDLMigLiKTPULMSrQnIywJLAaCLHwUwKwDUcLHaeBynJLKwrJUL
fcmh0_si2084,SgmcLhbmwLMyCywClksgbDL
fcmh0_si824,MLJMJnQBctrDUnCIsLiwDLkagUyEynwDUJagDLHInLHrIsKwDLMTyNlyDCnbDwtbLKrwUJL
fcmh0_sx104,vyJLMBFBcLkagCLHICcLhsLunr
fcmh0_sx14,hytaILlnrULMwUwLUbCDrLIyQTPSnQIytaICyBacL
fcmh0_sx194,hsywDLzaGgscSnDagnaLkwKwD
fcmh0_sx284,znbtLlhagyTPaILuTPLkwDtsLhrIchwJwLzwtTPLiLHIrLzwJL
fcmh0_sx374,zaDLMByDUKnBtwKLtaIBwlwD
fdac1_si1474,vgcJLAyTybDCbDwvyUJbLChBwQtNLCagaLkwUJLMnsyUJLJL
fdac1_si2104,vgbacvMgvAvytJNagaLbsLBgKJLkwFQaGgcJsyvyLbDFBgbJLMJL
