id,phone_sequence
fadg0_si1279,hIwLAJUaIrDaBLMrDwLMwQJL
fadg0_si1909,tbLKnFLkwDLBPJIrBFBUJLHwLDyLNlwKrL
fadg0_si649,wLJcnQrJtrCcBgbLwQtTyDwLMywQLHrLlcJnDrJLknLMtrvrIFwLABymrKnLHL
fadg0_sx109,iKyJBwLkwDJLIwDvrIbELABaDcJLMyLJBFLHL
fadg0_sx19,cBwCwDcCJFQSwrLAwDaBtwDLhytBnDLUyE
fadg0_sx199,TcDLziBLkIDKwmcQaFaGawLAJLhcFIKrLMwLuwDLMsLzwJLkwUyUwDUJL
fadg0_sx289,SwlrLHIytLAcBaKwUrQrwrIyTyJtcBnDJybmB
fadg0_sx379,HbDLuwQJLMIQyEBnJDUaDLlrJLMsUJUL
faks0_si1573,vwJLAbLcDScJLlywDcDvbnLurLkwDwULhyTPmwtBLhPLMJLSaISarDLKibLhyL
faks0_si2203,lwIyPJwUJtrLwJLkagQJyELktSBwKLDeF
faks0_si943,HILkacLAKwDnDystaFtaILhBSBFwLAJLlwLMsKwDLJL
faks0_sx133,HyLJrIywUJrLADLyETwDLtrwLASwLAGcDLiKzL
faks0_sx223,HScLlcLhFLMirLhGaLMsysLhaGwDCwLurIagKiL
faks0_sx313,AIaLtgtJtaIDgJwDcLhaLAJLHctaIyLuFBebeSL
faks0_sx403,vrSaILuIFLADLJnwJcQFCByJLArLMJDLBgbQJUwJL
faks0_sx43,nFBrwByLHyLHBGSarIaLtcDwLAJLABPLkwLkL
fcal1_si1403,MLkLwSeSsUNbDLwlwLHsKiwDJgLAOLABLhBgDwJCbDntwnJLwLJnBctL
fcal1_si2033,OLhwLABaJBKbsDLkwNLNrIFSsbnJLaGwBgLlnJL
fcal1_si773,BnmaLHIaLznLALMIgJBFcBytrJnQIBLkbsUJL
fcal1_sx143,lwJbecLkwLzwDwtrULhTyLuBJLuwrLwbDcBcFL
fcal1_sx233,vgSsynDtIySBsDyDwJgsDLlbwDEL
fcal1_sx323,lwtaLHrQnDwnLknCLQrCrIgQwEDaDLMagCD
fcal1_sx413,kbntLDyJLSymwJLDysmcLHGLJLuaItCbLzLMrJLurLML
fcal1_sx53,kyQwDwJwLHBwLAbLhTwBnIsLAwDLMsDJnDLhBFBJL
fcmh0_si1454,cIwLzSFBsyLlwCsDLMgLiKTPULMLSrQnIywJLAaCLHwUwKwDUJcQLHaBycnJLiPrJL
fcmh0_si2084,ScmLhbmnLMyIwCLksbCDL
fcmh0_si824,kLJncQBtrCUnCILiwDLkgUyEywDUJgDLHbLHrsKwDLMTPyLhyCnDwtQbLKrwUJL
fcmh0_sx104,vyJLkFBcLkagCLhIcCcLhsLur
fcmh0_sx14,hytaILlnIrULMwUwLUJbCrLIyQTPnQIytaICwyBac
fcmh0_sx194,hsywDLzGgwSwDgaLkwKwD
fcmh0_sx284,zntLlcayTPaILuTPLkwDtsLhrbLwJwDLzwtTPLiLHrLiwJL
fcmh0_sx374,zaDLAByDUwKFBtwnKitaIBwQwED
fdac1_si1474,vgbJLuAyTbDCbDwvyUJbLhBwQNLCagaLkwUJLMbsyUJLJ
fdac1_si2104,vgaLAgegegbvyNJNgaLsLBgKJzLkcQGnJyLbLDBgbJLML
fdac1_si844,tlgacDJLMbLlDwLAFBcQtwKwDUJsywUJwLisyQLMLbLlywsLAJLHbDLMJnQBbLiKaSaBLsLAJLhbnrgIywDLMJL
